STATECD,PLOT_FIADB,INVYR,pre.svpd,post.svpd
41,80097,2006,-4.490778939,-3.897945836
41,56352,2005,-2.705754021,-3.51033188
41,89560,2006,6.060744267,6.643635561
41,66986,2002,0.117581485,0.200133847
41,53846,2002,-2.467495409,-3.131542013
41,68559,2006,3.847149637,4.321333931
41,93625,2007,-4.905568368,-5.335071527
41,88470,2003,-0.489319422,-1.126484264
41,79397,2004,-0.336883153,0.102978567
41,62731,2005,-3.280102392,-2.581022283
41,70570,2004,-0.504779822,-0.904452347
41,56584,2002,-0.979752969,-0.423950916
41,69977,2004,2.67912798,2.446743636
41,82350,2002,-1.482361009,-2.03525382
41,61453,2009,4.195864061,3.67960132
41,54162,2009,1.851260978,1.322007449
41,99652,2005,3.005070228,2.41868743
41,99425,2004,4.405465387,3.677409783
41,73180,2004,0.196863395,-0.46217116
41,59763,2003,2.267338736,1.684449554
41,79526,2009,6.86353125,7.436584915
41,55907,2007,5.977640063,5.204683039
41,71701,2004,-3.765240562,-3.49645019
41,99539,2006,-3.77544828,-4.685144766
41,61969,2008,1.253773664,1.555685643
41,67222,2001,6.387701687,6.243059863
41,74901,2008,-2.918001993,-2.183781638
41,56796,2006,-2.782597726,-2.253285081
41,76071,2009,-2.914991222,-3.170252177
41,85289,2004,-5.223200438,-6.095214895
41,96367,2003,6.996111029,6.607180828
41,81824,2003,5.310965921,4.456753985
41,82147,2008,-0.232037597,0.462909353
41,75122,2006,3.44206783,3.284434806
41,84878,2007,0.638856426,0.45307963
41,64328,2008,4.629133936,4.42114888
41,61010,2001,-4.411315789,-4.495694046
41,71846,2002,2.425254686,2.891663166
41,79625,2006,2.360851833,1.999826513
41,70002,2005,5.324836179,4.679628495
41,85503,2006,0.261633411,0.871028251
41,56205,2004,-2.406169465,-2.364759242
41,60468,2007,-1.990154398,-2.001972168
41,69283,2002,0.958641518,0.484008956
41,73171,2004,-3.951302192,-4.513035124
41,56593,2007,-4.436158353,-5.000616912
41,72595,2009,-3.365337066,-2.934540916
41,93208,2002,5.4391815,4.459162862
41,76531,2008,0.233867105,-0.405407585
41,96682,2007,-0.572711687,-0.921263138
41,75502,2002,-0.623703374,-0.029577153
41,74559,2005,0.740438703,1.146276279
41,91155,2003,-4.733834316,-4.951884288
41,93182,2006,3.704972601,4.435111037
41,71581,2003,0.168255256,-0.713391469
41,52943,2007,5.707540285,5.785174363
41,69694,2001,-5.820178458,-4.846943908
41,88921,2003,1.655455756,2.159187922
41,56180,2005,-0.020805823,-0.939722997
41,92603,2009,-3.729180192,-4.371083404
41,84410,2003,0.934200713,1.351783266
41,99650,2008,-0.454964408,-0.505559872
41,88229,2002,6.894887756,7.027433866
41,81621,2003,2.792680177,3.249015095
41,78513,2005,0.234854739,-0.636872971
41,90765,2005,6.412712804,6.507157354
41,94095,2009,-4.694442608,-3.987761202
41,58835,2008,-0.46504087,-0.817111363
41,73477,2003,1.884719717,1.174634532
41,82123,2006,-5.532764431,-4.77585613
41,80063,2003,-0.16703372,0.822128519
41,93862,2009,-4.608699597,-4.569257249
41,82373,2007,-5.585466028,-6.306006645
41,86137,2009,3.851363458,3.94474079
41,98650,2009,-4.385116194,-4.422906926
41,62230,2007,-4.66019654,-5.066988278
41,80922,2006,3.310049809,2.828725828
41,72627,2005,0.291871126,-0.121839075
41,93185,2006,0.420696115,0.487011488
41,91246,2004,2.841764694,2.568345328
41,59529,2007,-2.023842905,-1.670837086
41,89104,2005,-0.177745736,-0.874131666
41,71268,2007,1.575823495,1.670495106
41,97975,2003,-2.939275498,-2.802981956
41,88768,2002,4.62386923,5.132227584
41,55051,2003,5.892781738,6.437731516
41,74706,2008,0.065077746,0.124099672
41,77485,2004,-2.089702933,-2.575556709
41,53572,2005,1.852046295,1.707024432
41,64517,2005,-4.165450058,-4.831012172
41,66708,2006,-0.753775805,0.23178767
41,72543,2005,3.923497879,3.880080474
41,82846,2007,2.113965269,1.872353399
41,57974,2007,5.745577119,5.285312073
41,68314,2001,-1.031772478,-0.463220574
41,53826,2009,-3.977570318,-4.966535371
41,84817,2003,0.456494636,0.2197085
41,78382,2002,1.317832671,1.194383447
41,53253,2003,0.149902387,0.901633386
41,92926,2009,1.109568787,1.227535579
41,95192,2008,-2.442562468,-2.157983336
41,57402,2005,-2.197790345,-1.22873905
41,82299,2009,-2.235018458,-2.653132192
41,58954,2003,3.352376932,2.49620983
41,75444,2003,2.496435221,2.245747466
41,53504,2002,-0.110544723,0.445284302
41,86954,2006,-0.508459464,-0.951356552
41,91453,2004,-0.024193216,0.527008523
41,90546,2002,-5.049958845,-5.116355285
41,59376,2009,3.280428641,2.828052821
41,69067,2001,-3.171678981,-2.370120755
41,94158,2005,-1.555999976,-1.841805627
41,69825,2007,3.855148168,3.612881024
41,90292,2002,-5.585817995,-4.739527242
41,90222,2005,5.375584253,4.454187907
41,88409,2006,-3.676375084,-3.29729699
41,72819,2002,6.87238933,7.227943051
41,74375,2008,3.275825314,4.011162883
41,73752,2005,-3.807814252,-4.443764927
41,93664,2006,1.88792923,2.299612556
41,52720,2005,6.937908093,6.222680413
41,71292,2007,-5.659313885,-4.87925113
41,65040,2001,6.395326788,5.977695332
41,91169,2001,0.336033449,-0.443041857
41,82946,2005,-5.702428543,-5.695602011
41,88248,2006,4.357289371,4.354720141
41,91894,2008,5.602231562,5.343601556
41,77441,2003,-0.606552218,-0.590480032
41,67061,2003,2.724130771,2.652130911
41,83110,2002,-4.937688505,-4.024043963
41,56724,2003,1.690000415,1.304766092
41,63201,2005,0.23377075,1.050228133
41,57283,2008,4.840046455,4.119558763
41,63215,2001,-5.289899285,-5.040118877
41,53147,2004,-2.464238409,-3.034191715
41,69375,2006,-5.294569928,-5.529715473
41,85449,2008,-1.553258038,-1.664128531
41,92039,2005,2.275985947,2.89456144
41,87878,2001,2.339535183,2.658918431
41,84704,2007,-5.677966487,-6.43724829
41,82266,2004,3.794665156,4.422712708
41,65431,2005,-1.405166355,-1.005283279
41,51489,2007,0.797453602,0.040136185
41,95225,2008,4.425705591,3.501657639
41,81143,2005,-3.341152845,-3.70757371
41,96881,2002,-0.711986141,-1.270058731
41,57123,2002,-2.813666124,-2.945811158
41,65326,2005,0.8299404,1.152051521
41,89829,2009,4.648549577,4.895293058
41,84356,2009,-4.17723522,-3.807567689
41,65593,2009,2.369574918,3.169035421
41,53818,2007,6.467298027,6.832147424
41,61372,2004,-2.346247073,-2.105625453
41,83885,2006,0.452697421,-0.379453808
41,93218,2003,6.840586541,7.665050597
41,59417,2009,4.198241704,4.405038421
41,99242,2003,-1.264410667,-2.094128627
41,68769,2005,1.295018356,0.636023241
41,75608,2008,0.551985612,1.385923084
41,96493,2002,6.949906587,6.637709482
41,53240,2005,-5.872316722,-6.820745066
41,90386,2006,-5.668299813,-4.77565675
41,78058,2008,-0.366645193,-0.68580643
41,79618,2001,6.894185019,7.637729207
41,68905,2002,-4.636745365,-5.330163297
41,78807,2009,-4.186898387,-4.77557736
41,53355,2005,0.398078412,0.887014906
41,96371,2008,-0.387331587,-0.011679449
41,79873,2006,-0.80302963,-1.404616132
41,59772,2003,3.159002298,3.376174673
41,94351,2002,0.564916475,-0.425159727
41,56400,2001,0.679568133,0.715412811
41,89295,2001,0.064913005,-0.811845855
41,66548,2002,0.387056671,0.201153047
41,89755,2009,1.429399096,2.187822845
41,91950,2007,0.115832749,1.089677386
41,95114,2001,3.484908328,2.651453647
41,93755,2007,2.409674844,1.481953601
41,77154,2008,6.379932026,6.280698092
41,75941,2003,-0.551672371,-1.019459187
41,64635,2002,4.491751394,3.626549113
41,74785,2004,1.299558606,1.316742611
41,70865,2002,0.655952833,1.355382433
41,53629,2004,-0.98962355,-0.850555329
41,59158,2007,-1.555950114,-1.129286327
41,93089,2003,0.335247293,1.098891764
41,80954,2009,-5.450350191,-4.536401086
41,58083,2002,-1.875381483,-1.185904971
41,84100,2006,-3.561858973,-3.496082526
41,83839,2007,-5.48565338,-6.384411679
41,57648,2001,-4.248194954,-3.311731642
41,78227,2003,2.231018087,2.643242868
41,94931,2007,1.664154318,1.454551823
41,87376,2001,5.627204734,6.032682426
41,75058,2009,3.140249298,3.869891269
41,64501,2007,-5.538093444,-5.111826984
41,67447,2002,-5.954460775,-6.850958349
41,78897,2005,-3.888049499,-3.976707001
41,96489,2004,0.881215785,0.689320962
41,52056,2005,-1.095386665,-1.672084076
41,95088,2009,3.903433439,3.104181125
41,81302,2004,6.374076755,6.357643757
41,96141,2001,1.623529904,2.556841539
41,93222,2004,-1.519343728,-1.916465292
41,89646,2008,1.791112667,2.14144436
41,95072,2001,-2.93878174,-2.184252913
41,81110,2002,-5.267958819,-4.292693762
41,94894,2006,5.975634707,5.406820754
41,71777,2008,3.708156267,3.307527024
41,75679,2009,-3.505103844,-4.091921864
41,57439,2004,-2.763206569,-2.713011684
41,54647,2001,-1.703256598,-1.211039888
41,59761,2005,1.358199244,0.687745023
41,67524,2003,4.196938924,4.704901005
41,99104,2001,1.900535288,0.957459476
41,94228,2009,6.368962135,6.118831726
41,89871,2007,4.62752823,4.656996547
41,89551,2006,1.49062935,2.342829466
41,75963,2007,4.805031098,5.104663491
41,86388,2004,0.536895604,-0.33294027
41,77641,2004,3.589740357,3.794096303
41,59829,2005,0.338822676,1.235788163
41,66332,2001,1.278675178,1.823894176
41,90962,2001,6.757941533,7.397861937
41,67523,2001,2.665111702,2.051034092
41,65230,2002,-0.647835132,-1.327726371
41,93499,2001,5.001938227,5.258404364
41,67942,2009,-1.143977128,-2.079753761
41,99676,2004,2.012005665,2.237805809
41,83502,2009,-0.451343193,-0.06642725
41,77847,2001,-4.684394229,-3.884182697
41,55015,2003,6.581601823,6.562444574
41,60832,2008,5.548560566,5.142857501
41,79292,2008,2.320917649,1.491108234
41,77913,2009,-5.750085564,-5.746927641
41,73624,2005,1.035999645,1.408788607
41,73228,2001,2.609534858,1.781393842
41,87525,2008,-3.213334193,-2.461019742
41,88452,2001,4.297845777,3.853528154
41,90568,2002,-2.594926513,-1.889232988
41,98340,2002,1.465179197,1.811136861
41,64866,2001,1.147474594,1.102430171
41,55943,2008,4.145875242,3.166053342
41,59976,2004,6.622051558,6.999015267
41,83647,2005,-3.120905837,-4.101579572
41,76409,2009,-2.151772821,-1.245320317
41,53143,2007,-0.125900516,0.069043644
41,78859,2006,2.468374697,2.439821191
41,71532,2006,-1.71206243,-1.10300201
41,57906,2001,-4.777018736,-5.059831715
41,76504,2003,1.943761088,1.782294344
41,97072,2007,3.288300007,3.506451903
41,60408,2005,-3.009885295,-2.948996557
41,53362,2005,1.751690202,1.746420274
41,91115,2006,3.455656794,2.722212964
41,86944,2006,6.917691931,7.451978792
41,96094,2002,-2.92383114,-2.812762736
41,61868,2001,6.021339659,6.898465613
41,61025,2002,4.582399042,4.406553996
41,92828,2003,-2.393770666,-1.833589126
41,92246,2003,6.700648768,6.665481291
41,53579,2005,-2.514396053,-2.007643123
41,78758,2009,-3.244887433,-4.12795064
41,99134,2006,-2.092819971,-2.568367795
41,51569,2004,3.243465607,2.464552751
41,92870,2004,-3.565474592,-3.704857935
41,91580,2001,-4.570228068,-4.770219292
41,92654,2009,-0.541856697,-1.454098128
41,84122,2002,1.499291608,2.451812804
41,55755,2006,4.957401539,4.480951832
41,78613,2004,-5.187784421,-5.291747972
41,75289,2006,-2.890196526,-2.405164411
41,90629,2001,6.805371218,5.907030383
41,71068,2007,-0.161649269,-0.320143489
41,92477,2003,1.404683513,1.837945271
41,90321,2005,-1.513951911,-1.225100816
41,86760,2004,3.771441526,4.412419036
41,59747,2001,2.413764856,2.109348961
41,68837,2009,5.522013094,5.484092006
41,86077,2003,-1.780226194,-1.178630556
41,71573,2001,-5.613568013,-6.068760712
41,91971,2003,4.314447515,4.163921157
41,61150,2002,5.868595817,5.250768061
41,54005,2006,-1.436793338,-1.052207906
41,99336,2009,-4.091767376,-4.141874122
41,87689,2006,0.515079201,0.087602303
41,51837,2006,4.033748458,3.127260258
41,73298,2003,-4.484387992,-4.237318579
41,62504,2007,-4.061361046,-3.562041064
41,52863,2004,3.073726207,3.129975642
41,62483,2009,-3.115200402,-4.047557903
41,90296,2007,6.86372174,7.444554499
41,83667,2001,5.022747917,4.445806861
41,83364,2008,-1.384235519,-1.081272325
41,87960,2007,-0.528333811,0.083290244
41,55686,2006,3.495895025,3.137875656
41,54035,2002,6.827443648,6.034976637
41,97252,2009,3.291884978,3.53359446
41,91057,2001,0.798751839,1.199206735
41,94907,2001,-3.516465716,-2.798985172
41,89990,2003,-1.338671965,-0.743491268
41,59944,2002,-5.797354642,-5.143823611
41,68390,2008,-5.711527525,-5.386865514
41,60956,2009,-5.465966871,-5.725810505
41,89371,2005,6.762758686,5.815591134
41,91802,2005,5.24007807,5.242123122
41,59159,2009,4.42934612,5.214089614
41,95181,2004,-5.616417608,-6.580557893
41,66732,2008,-2.554047774,-1.813459515
41,70012,2005,-5.711942724,-4.78365143
41,91163,2002,-0.016566136,-0.0034879
41,59927,2003,3.072594791,4.021294418
41,88094,2006,-0.523414587,0.443680844
41,89952,2008,-4.459555027,-4.690221964
41,84268,2002,4.98236589,4.982827298
41,84719,2007,1.39140544,1.853002859
41,58821,2002,-1.267093945,-2.205211182
41,92329,2003,-2.530243901,-3.076070029
41,77904,2006,-0.503324643,-0.303686156
41,57965,2003,-5.035922861,-5.375495403
41,93418,2003,-2.704187296,-2.688894117
41,91473,2001,2.189592494,1.3881434
41,67422,2005,2.342384081,3.318558997
41,71214,2001,2.695710128,2.828387312
41,88496,2008,2.375331852,2.185448034
41,53317,2009,-1.875946861,-2.076986459
41,90218,2006,1.926080822,2.282598229
41,67666,2008,-3.769283871,-3.098386794
41,77440,2002,2.789903307,2.573234685
41,89573,2005,-2.055662074,-1.70419658
41,60092,2008,2.058125478,2.935851414
41,60543,2004,2.527778824,1.79145849
41,77844,2006,3.899289684,3.518816937
41,73209,2001,-2.437119076,-3.387682685
41,76269,2009,1.041359509,1.721202799
41,88934,2007,5.627496636,5.718905095
41,52067,2006,4.489921916,3.703133771
41,77966,2005,-5.339454413,-5.393239169
41,71520,2001,-1.893969477,-2.652204921
41,97687,2008,-3.660072892,-4.385107876
41,61196,2009,-3.946396814,-4.48276775
41,80498,2001,3.893556649,4.89020859
41,67000,2005,3.968475425,3.698441338
41,75343,2004,-2.765892398,-2.234634388
41,79398,2005,1.635666064,0.928888715
41,93507,2009,5.87629261,6.870498606
41,56017,2003,-3.474012719,-2.513063301
41,55829,2009,-1.04650393,-0.537036265
41,99413,2004,5.105798573,5.718637518
41,96984,2005,6.645046906,7.593598115
41,63677,2002,-0.541960881,-0.74756303
41,74860,2001,0.073737034,0.557966953
41,67125,2002,3.397716321,3.644430515
41,70196,2009,3.996985218,4.962429921
41,67598,2006,-0.231691075,-0.412347443
41,64823,2005,-0.541760513,-0.087637129
41,85681,2006,-3.503367115,-4.153631972
41,53949,2002,3.161745066,2.983597092
41,54599,2001,3.329652217,4.039209584
41,55972,2001,-3.729042148,-3.562986213
41,72798,2002,1.746676179,1.399208084
41,65894,2009,2.905609414,3.131039112
41,67591,2001,5.949375586,6.848419723
41,80953,2006,-5.096678507,-4.411128444
41,54230,2005,-4.919586756,-4.040956724
41,59249,2008,6.445359065,6.152727737
41,87499,2006,0.713050522,1.281742851
41,76980,2008,3.369319896,4.117006865
41,88654,2005,5.376095863,6.083197189
41,74864,2004,5.014626513,5.713219052
41,98895,2003,5.640496605,4.935575981
41,71560,2003,2.907062667,3.846061811
41,74401,2009,1.816984605,1.620072771
41,54808,2003,-3.491561148,-3.755997611
41,86795,2006,-5.913237408,-5.049147934
41,77285,2006,2.921322883,3.419597179
41,87176,2003,3.133212389,3.099473736
41,87307,2004,0.213095893,0.719141035
41,93744,2005,4.316638301,3.868416233
41,61709,2002,5.726281171,6.404706012
41,80357,2003,-1.396822011,-1.697877939
41,97309,2006,-3.037557847,-2.569573391
41,60850,2007,-2.984163306,-3.170987711
41,96213,2002,2.214124605,1.371171962
41,65930,2003,4.252314216,4.708573021
41,84965,2007,6.088784155,6.755527367
41,78454,2005,-0.713879325,-1.68374013
41,86182,2006,-5.04804641,-4.837278683
41,70247,2002,5.654845256,5.950699287
41,97367,2008,-2.676946297,-1.86234673
41,94910,2001,-2.084980732,-1.865202481
41,95424,2008,1.307656532,0.340166535
41,94387,2004,-1.719021235,-1.684552496
41,84130,2001,1.849860936,2.142696493
41,61154,2008,4.872378159,5.813578943
41,77192,2009,-2.957045292,-3.392181988
41,63836,2008,4.711338326,5.086922293
41,87618,2003,0.258444094,0.565980501
41,96960,2007,-0.219068827,-0.334078709
41,86362,2007,-2.258158608,-3.169875416
41,74444,2004,0.237768416,0.388200361
41,67086,2004,5.554988968,6.036255269
41,72863,2007,1.080600094,1.729723309
41,58388,2008,-5.076241018,-5.057223302
41,82445,2006,-2.173115671,-2.627181547
41,52928,2009,1.487215291,2.147256842
41,72772,2005,5.975747351,6.114225879
41,95360,2002,3.061795763,2.589100106
41,61800,2002,6.202851944,6.90870325
41,81929,2005,6.803628145,5.95960912
41,70906,2003,6.717572218,6.358175928
41,74364,2007,5.434890018,4.779557641
41,60511,2002,2.788651228,2.090541723
41,57790,2007,0.302253495,1.157152837
41,55732,2007,-2.941602002,-2.136933258
41,99959,2005,-5.085070817,-4.589315801
41,88382,2009,4.448489962,4.999051047
41,80047,2003,-2.075000638,-2.504751159
41,96913,2005,5.659845886,4.966812987
41,55832,2005,1.093877451,0.437478797
41,89064,2002,3.611451113,3.548413178
41,76448,2001,0.628591828,-0.304099123
41,89114,2001,-2.336176135,-1.849820751
41,59035,2006,-3.2713904,-2.7591614
41,74895,2004,-3.587526868,-2.988019322
41,83485,2001,1.457899192,1.554802929
41,90157,2001,6.321129898,5.75472384
41,52299,2008,-2.998092926,-2.909851533
41,80730,2004,-3.174102874,-2.593969508
41,94389,2002,-3.922502993,-3.37144017
41,74495,2009,-3.0336578,-3.307528067
41,52345,2003,-0.097403414,-0.84043309
41,69094,2005,2.201366131,2.218996008
41,88284,2009,4.05402529,3.818103454
41,65548,2005,1.247930055,1.008413123
41,84868,2007,5.107728604,4.495795486
41,74188,2003,2.230289431,2.877099369
41,71790,2003,-5.108841918,-5.760824854
41,96657,2003,-2.197653004,-1.569694062
41,84506,2006,-4.868390318,-5.504386935
41,82037,2005,4.226797059,4.964109716
41,98430,2004,3.253962476,4.06032052
41,77533,2004,-5.856153882,-6.588082572
41,81127,2009,-5.012059495,-5.717869814
41,93169,2003,6.249266407,5.262521085
41,52866,2007,4.786779092,5.759709174
41,65031,2008,-0.693454279,0.224197917
41,87404,2005,-2.041482488,-1.542007946
41,79524,2001,5.91186315,5.781171494
41,85408,2009,2.525198292,1.716800418
41,64357,2001,0.286798182,0.107793421
41,68886,2007,-4.390675849,-5.177819047
41,76164,2007,-3.193843892,-3.754037063
41,64660,2001,-2.145321137,-2.257067756
41,54090,2009,-1.708474001,-1.785421784
41,62244,2003,0.96404876,0.586007905
41,94940,2001,-5.883025835,-6.209455482
41,71912,2009,-2.203961004,-1.755084479
41,99936,2003,-5.394501404,-5.0649759
41,90471,2009,-2.445275637,-2.954753041
41,66964,2009,-1.291823999,-1.594162034
41,70294,2007,-2.962511695,-2.653918734
41,70524,2001,-5.749254243,-5.758735007
41,57623,2007,3.689872436,4.17959719
41,52028,2004,3.001289771,3.967450834
41,59425,2002,-5.190112359,-5.272912496
41,84038,2002,6.665126226,7.005550012
41,97503,2007,5.177990329,5.665157818
41,77981,2007,6.37199935,5.831678331
41,71748,2009,3.745754076,3.62936255
41,72400,2001,-4.712830385,-5.159945552
41,60998,2006,-0.137082287,0.522902776
41,82180,2001,-0.198952818,-0.526343537
41,71238,2006,-1.431244266,-1.413052835
41,73159,2005,-3.229297331,-2.641676264
41,97948,2008,2.947207625,2.363274901
41,65314,2007,-0.741558522,-1.558797476
41,75656,2007,3.2453652,2.534627614
41,51639,2001,-2.030559301,-1.519603357
41,98237,2008,3.152181761,3.580009095
41,71802,2008,0.470734535,0.32720839
41,72742,2006,6.148715613,6.958851741
41,81677,2007,5.24180015,6.000284784
41,71794,2001,-4.683393466,-3.900338289
41,76479,2003,6.501778049,5.929092439
41,93949,2004,-4.768612237,-5.711213463
41,60427,2008,-4.357791281,-4.245023385
41,81168,2003,0.754524597,0.789209652
41,94995,2002,-4.049117362,-4.885771758
41,81861,2009,4.698039182,4.970149346
41,59458,2005,4.313669578,3.539493822
41,65521,2005,4.677603916,5.515742183
41,54770,2006,-2.301832755,-2.436259056
41,99885,2005,-4.838135656,-4.300560334
41,97898,2005,4.441497946,3.761907587
41,67285,2008,-5.077311386,-5.454112623
41,90174,2002,2.597124132,2.981496411
41,81060,2002,-0.05336998,-0.09149872
41,64909,2001,3.343939773,3.099741961
41,77246,2009,2.181934369,2.25774311
41,65445,2003,-1.881780584,-1.638502305
41,70221,2004,-3.873798093,-4.332388989
41,73617,2006,-5.056981306,-4.370762422
41,67134,2003,0.565855158,0.520825561
41,60326,2005,3.486732266,3.35276627
41,52950,2009,3.618345165,4.517544312
41,65150,2009,4.97748939,5.31738431
41,85158,2009,1.770157756,2.263735458
41,89514,2008,3.154127329,2.435942162
41,86470,2006,4.024764761,4.934432706
41,90784,2002,5.206835021,5.826585732
41,81967,2008,-3.525042819,-2.561038349
41,86235,2003,5.313784442,4.860209117
41,65962,2006,-0.45714566,-0.017263118
41,59190,2007,4.608464624,4.646405578
41,74464,2003,2.941371946,2.978678663
41,68681,2004,3.075232647,2.767372448
41,86572,2006,-1.557304853,-1.650283872
41,69659,2004,-1.423142239,-2.221732859
41,59471,2006,-2.228233739,-2.998959899
41,53277,2004,-0.352047145,0.412374121
41,59702,2004,-5.286447552,-4.880429108
41,93387,2001,3.736670314,4.652819899
41,81925,2001,3.229054396,3.854714693
41,65670,2006,-5.96231227,-6.225238831
41,82852,2003,-5.098943524,-4.823084271
41,68613,2008,-3.43509844,-4.082208781
41,66297,2009,5.838939444,5.539871487
41,85467,2006,1.717723811,1.255318908
41,72110,2004,6.556122305,6.200048091
41,91395,2007,-4.838768038,-5.659934188
41,89810,2004,-5.775739567,-5.978814461
41,91403,2003,6.509249138,5.619653861
41,65849,2003,-5.779410546,-6.48535888
41,99628,2004,6.321384565,7.207823542
41,84108,2002,5.529220145,5.029249832
41,82232,2008,-1.819952692,-1.55166829
41,92301,2009,1.419203577,0.933981133
41,97197,2003,-3.891768777,-4.053856961
41,55657,2004,-0.96271004,-0.412588961
41,68970,2003,-0.808582789,-0.512448879
41,69023,2002,-5.97828549,-5.595326169
41,82566,2003,-5.270910251,-5.539611011
41,87632,2003,-2.975766003,-3.338823426
41,65537,2007,-0.258971161,0.043029465
41,59232,2004,-4.125245754,-4.609368348
41,77029,2008,4.975740966,4.954314149
41,64545,2004,0.287272109,0.291635317
41,77693,2006,-2.787303374,-3.138155001
41,87662,2009,6.734187367,5.896781045
41,70979,2009,3.2841638,2.878093873
41,64556,2004,5.925904529,5.332609705
41,60323,2004,-4.048518711,-3.098680193
41,89843,2002,3.759050314,4.631571891
41,57044,2002,0.174658447,0.435406882
41,94241,2008,5.827099831,6.312647092
41,88194,2003,5.688184111,6.035328946
41,72844,2001,3.408796709,3.6900872
41,85049,2001,-1.680959506,-2.592498576
41,86650,2007,-3.773295804,-3.467370386
41,99079,2008,3.111227575,3.422252551
41,98707,2008,5.21785378,5.704431485
41,67451,2003,4.257701472,3.851400115
41,68466,2001,2.935729574,3.511575388
41,91885,2002,-4.274701223,-5.171206449
41,64716,2004,-1.216434261,-0.82748442
41,75923,2002,6.88333978,7.259216829
41,85304,2002,-3.689982118,-4.519344277
41,83230,2009,4.352339084,3.455593521
41,52553,2002,-3.037897722,-2.431415242
41,82480,2001,4.77709753,4.561998312
41,66434,2007,-2.032736412,-2.319756355
41,61443,2001,-0.02621755,0.764522456
41,63444,2005,-1.252798553,-0.531614701
41,92971,2008,4.398208569,4.633182378
41,62629,2008,-1.468702834,-0.846584637
41,69303,2004,-4.996855185,-4.832024787
41,58946,2009,6.278525645,7.125371896
41,86147,2004,-5.607271235,-4.993599292
41,96110,2006,6.404454602,5.825174638
41,68366,2007,-2.888953502,-2.237970191
41,93205,2009,3.36440708,3.498318628
41,86356,2002,6.590243417,6.120315071
41,81596,2009,4.77731371,5.479293935
41,91871,2005,-4.903209074,-4.272449613
41,54957,2006,2.625570267,2.614934808
41,98610,2008,-3.300668589,-2.986151853
41,97802,2006,2.953549874,3.822700822
41,90122,2002,-0.405134667,-0.022901604
41,91841,2009,-5.551995528,-6.202758506
41,78213,2007,-0.378362859,0.549216717
41,92442,2006,-4.844997885,-5.356000579
41,75751,2003,3.621300345,3.091196046
41,81250,2008,-3.086376873,-3.727937774
41,79815,2002,-1.012209281,-0.103975752
41,98104,2005,5.66105287,6.263390882
41,58591,2007,2.591763764,2.623679812
41,73630,2006,5.320599259,4.46885833
41,81805,2001,0.671450072,-0.042943946
41,90847,2002,-3.458036364,-2.61551634
41,71942,2007,4.830739483,5.499367205
41,87759,2007,-0.059294705,0.055058793
41,82483,2007,-2.565732547,-2.27407986
41,79157,2001,3.096202848,2.249399242
41,88980,2008,-5.766904354,-4.88212395
41,71936,2005,-3.300188849,-2.397171136
41,87691,2004,-5.205696687,-4.342455158
41,81300,2001,-4.987425766,-4.486599429
41,95205,2004,0.966417102,0.68372865
41,99182,2005,-3.919047417,-4.058132829
41,55372,2009,5.920395063,6.038846505
41,73065,2001,-3.518861686,-2.926822891
41,67053,2009,-3.80396543,-3.694370666
41,81723,2001,-5.627017928,-5.042449406
41,67895,2004,5.778695094,6.058160842
41,63128,2002,3.866717778,4.496041836
41,94174,2007,-0.522137318,-0.690264843
41,73046,2003,5.059627939,6.053502009
41,81330,2006,-5.344222367,-5.440037253
41,58028,2008,-4.817812577,-4.683993329
41,98848,2007,-1.588795179,-1.562493721
41,68388,2005,0.43795226,0.419276091
41,70718,2003,6.961634482,7.768466241
41,79549,2007,0.51673139,-0.413272681
41,70209,2001,1.663050734,1.298577366
41,95796,2008,6.971253872,6.906424864
41,57324,2002,-3.861568094,-3.035355649
41,95846,2002,1.395336017,1.076010378
41,88277,2001,1.813601769,1.942434953
41,56981,2004,-2.630614855,-3.041092677
41,67022,2005,-2.653821671,-3.164350632
41,62135,2007,6.070428285,5.436803829
41,91360,2002,2.265989804,1.652138269
41,77539,2005,0.468665451,0.505550181
41,80317,2008,-3.094158462,-3.051374695
41,81542,2004,5.474407431,5.507041027
41,95956,2006,6.171778701,5.560732709
41,57543,2007,1.573558301,1.692595532
41,88004,2002,5.349940445,4.668394443
41,60820,2008,5.093166848,5.53759378
41,52494,2002,2.689613153,1.768763781
41,51616,2009,1.379195047,1.884063137
41,89744,2009,0.393362692,0.293965008
41,89750,2009,1.806495543,0.971101024
41,95585,2007,-4.628952486,-3.674124665
41,56173,2007,4.503854103,3.758659396
41,58629,2005,-5.742020484,-4.816910081
41,63147,2005,-4.029773041,-3.32036376
41,88196,2009,4.926877525,5.234923677
41,75695,2004,0.147699924,0.583101723
41,83621,2003,-2.735909298,-2.609963156
41,71674,2008,-4.883717486,-4.841009999
41,66526,2006,-3.967769793,-3.928928705
41,68336,2005,6.142092324,6.431975424
41,85186,2005,-5.963887088,-6.64381072
41,91352,2008,1.86964701,2.24063003
41,79786,2001,-2.552266098,-3.21428078
41,96469,2006,-4.628947986,-5.024943382
41,70218,2004,1.44952798,0.598396133
41,77918,2002,-4.65272363,-5.525281496
41,84341,2001,-0.441728736,-0.798590517
41,74105,2002,3.743791978,2.989993087
41,58988,2006,3.317767402,3.925642051
41,56302,2009,3.706033269,4.218165621
41,73134,2007,0.620731112,0.53829416
41,65651,2007,1.370217238,1.300177844
41,96598,2007,2.46224376,2.287298932
41,66402,2003,6.520485318,5.633269092
